passenger_id,passenger_gender,passenger_age,age_group,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Class,PassengerKey
XWuCz5Rt72lXbUsJTLBNgvCoBY8d/NMcb0A8QN8Cr28=,Male,24,Young Adults (18-34),34,1,882200,2,1,1,211,4,At Risk,6364
bRdnrsFMmdBm/xAEYEiDVXjGbSGIOcblOSvQzBtzGkY=,Male,33,Young Adults (18-34),30,3,1853750,2,2,2,222,6,Potential,6365
VqjDS0I7hu3wQezwCldFoAd8qNqyazH6D4RhecmfK80=,Male,30,Young Adults (18-34),24,2,2182510,1,1,3,113,5,Potential,6366
IxsZ58EAi1xQS8oCIPwrR1bXp8aJyo0dCkQQ91Rb1KE=,Male,73,Seniors (60+),24,6,4219600,1,3,4,134,8,Loyal,6367
IxsZ58EAi1xQS8oCIPwrR1bXp8aJyo0dCkQQ91Rb1KE=,Male,51,Adults (35-59),24,6,4219600,1,3,4,134,8,Loyal,6368
IxsZ58EAi1xQS8oCIPwrR1bXp8aJyo0dCkQQ91Rb1KE=,Female,42,Adults (35-59),24,6,4219600,1,3,4,134,8,Loyal,6369
3DQGQBzyUQ1XGtrG29TROzHor2tyijD84OUmc986VkU=,Male,20,Young Adults (18-34),34,1,1317480,2,1,2,212,5,Potential,6370
bRdnrsFMmdBm/xAEYEiDVXjGbSGIOcblOSvQzBtzGkY=,Male,56,Adults (35-59),30,3,1853750,2,2,2,222,6,Potential,6371
EHXzkZYOWwQm3Zq2AqJIkS/w7qeZ5QTsxkqU6KklHR8=,Male,24,Young Adults (18-34),34,2,1870980,2,1,2,212,5,Potential,6372
CscRvnvb7j2JFZYztIbBiBDLCCy+3aSQ+AqhWECWbzA=,Male,42,Adults (35-59),34,1,1471000,2,1,2,212,5,Potential,6373
T5iNjY5ao7ZI9sZQYhaq1Y8boag7dv2ycVNoPvL7fYM=,Female,21,Young Adults (18-34),34,3,2475100,2,2,3,223,7,Loyal,6374
MUaSUZXr32YTweTxG5i2nsPHbzY75uIIYMteYl1M1Hw=,Male,32,Young Adults (18-34),34,1,709200,2,1,1,211,4,At Risk,6375
pzgb6bhaGlVx6o7xWYtoO6NtFrztMS3pI9IVkVXix7c=,Female,23,Young Adults (18-34),33,3,2237200,2,2,3,223,7,Loyal,6376
tl+dNvYiy2NcQWC2wgGnMsHCpkRz/BQ3DBpWiyhBM8U=,Female,28,Young Adults (18-34),12,3,4341600,1,2,4,124,7,Loyal,6377
5Szd4wx9JfP3CTKwdUvx6qFfNTA1I34d/+x9Wx5ofXM=,Male,22,Young Adults (18-34),33,1,893090,2,1,1,211,4,At Risk,6378
CMg8jceThmWtoquxbttv5KYZIMQBqoxF8JL2C+Yjs8A=,Male,20,Young Adults (18-34),33,2,1564500,2,1,2,212,5,Potential,6379
5Whqd8DxEtziBmcZPCiYyaDxZ688hAONGCp5mrZWTKg=,Female,29,Young Adults (18-34),33,12,11934080,2,3,4,234,9,Loyal,6380
XgYGV4zpkxo6mFaSnynEDzfCLL3dq3vcvnJ8jKYvyPA=,Male,36,Adults (35-59),33,3,2311080,2,2,3,223,7,Loyal,6381
XgYGV4zpkxo6mFaSnynEDzfCLL3dq3vcvnJ8jKYvyPA=,Female,3,Children (0-12),33,3,2311080,2,2,3,223,7,Loyal,6382
OoOuyNvv/0s3m7Mjs6941pu0o+3WWlJzHtGlJntJS9E=,Male,25,Young Adults (18-34),33,1,637000,2,1,1,211,4,At Risk,6383
cIlaIR64leBAOWI/9bzeSbl+20CAAnjLsurh+IBk6Uk=,Male,20,Young Adults (18-34),33,3,3145630,2,2,3,223,7,Loyal,6384
XgYGV4zpkxo6mFaSnynEDzfCLL3dq3vcvnJ8jKYvyPA=,Female,32,Young Adults (18-34),33,3,2311080,2,2,3,223,7,Loyal,6385
TeZjaI7KXauJfJdG6pIFu9jd0Qzy8rom9Pj3HE5jZWE=,Female,20,Young Adults (18-34),33,1,2317200,2,1,3,213,6,Potential,6386
a7MpDCeluxMHclpSaxWM9JZUUWh2+i4zk/B9Ig+BmA0=,Female,18,Young Adults (18-34),33,1,1426700,2,1,2,212,5,Potential,6387
ui59d2Jx1FQcpO6k/2Sv1x28KnjbAcOjkv1BsjZc1Jo=,Female,2,Children (0-12),33,5,2652300,2,3,3,233,8,Loyal,6388
g17TMFdQXqKt6lNnLHicKorIevNinB5tIvpOA0kEdzM=,Male,30,Young Adults (18-34),33,5,2292400,2,3,3,233,8,Loyal,6389
g17TMFdQXqKt6lNnLHicKorIevNinB5tIvpOA0kEdzM=,Female,30,Young Adults (18-34),33,5,2292400,2,3,3,233,8,Loyal,6390
ui59d2Jx1FQcpO6k/2Sv1x28KnjbAcOjkv1BsjZc1Jo=,Female,30,Young Adults (18-34),33,5,2652300,2,3,3,233,8,Loyal,6391
ui59d2Jx1FQcpO6k/2Sv1x28KnjbAcOjkv1BsjZc1Jo=,Male,30,Young Adults (18-34),33,5,2652300,2,3,3,233,8,Loyal,6392
g17TMFdQXqKt6lNnLHicKorIevNinB5tIvpOA0kEdzM=,Female,2,Children (0-12),33,5,2292400,2,3,3,233,8,Loyal,6393
2djfMk0D2OV6+fVVDEEbibb4VTHdWnySV/QF8AuKDfE=,Male,23,Young Adults (18-34),23,3,2346390,1,2,3,123,6,Potential,6394
aGkvUGNBrCOTVaQfr3BaiB8Kq7RW565Psyb537J6+Rw=,Male,25,Young Adults (18-34),32,2,2844840,2,1,3,213,6,Potential,6395
5b01JH50jaeWi9TB9zsYFcuegUElTgUyIgwG5P5lgKI=,Female,27,Young Adults (18-34),33,4,3929810,2,2,4,224,8,Loyal,6396
5b01JH50jaeWi9TB9zsYFcuegUElTgUyIgwG5P5lgKI=,Male,27,Young Adults (18-34),33,4,3929810,2,2,4,224,8,Loyal,6397
jN6j2xCbtgiFekaWdXk9TQtR93P/HHQMJwcy2DvKnfI=,Male,24,Young Adults (18-34),33,1,667120,2,1,1,211,4,At Risk,6398
H0nOlHhFoklvhmPAS6uICOJP7SJxlDycspLEfM51vDs=,Female,22,Young Adults (18-34),33,3,2192130,2,2,3,223,7,Loyal,6399
4PJXIqKxAoStRpJhkZEZ/QGrOdlh8z6yKfdwRi6fmJs=,Male,22,Young Adults (18-34),33,3,3013820,2,2,3,223,7,Loyal,6400
4PJXIqKxAoStRpJhkZEZ/QGrOdlh8z6yKfdwRi6fmJs=,Female,22,Young Adults (18-34),33,3,3013820,2,2,3,223,7,Loyal,6401
2IESkktg0HXbGzbpXfVO14QggfFFSLzZZ1S8F3nbo5I=,Female,27,Young Adults (18-34),33,1,2010000,2,1,3,213,6,Potential,6402
/1/DddM1RBO9JAt/yGhLUgdkuSXdEkfchgGnAFOPE4o=,Female,30,Young Adults (18-34),33,1,1394040,2,1,2,212,5,Potential,6403
Xh4DpXNoP1Ujnmhv+IbmAf0zZhJT/8G1+qY8v96oigQ=,Male,23,Young Adults (18-34),31,2,945600,2,1,1,211,4,At Risk,6404
+TjLkglGa/6GxjNnEJEjc4yJA0XlQJgNq7Yikw+halg=,Male,44,Adults (35-59),33,1,764400,2,1,1,211,4,At Risk,6405
Q8G8T7ebeQCHqsZrRDF3KFBaZf0EJx91xNcv5RnKD9M=,Female,21,Young Adults (18-34),33,1,1955470,2,1,3,213,6,Potential,6406
A+h4gEIeL1j6+ZEtw04GUnLr0Yx73sL1bJtF8JaRIf4=,Male,25,Young Adults (18-34),33,1,730710,2,1,1,211,4,At Risk,6407
8eiYGLUTPZ5qhtyecRxCCed9cNQPKawrHx0bxhZapks=,Female,21,Young Adults (18-34),33,3,1050400,2,2,1,221,5,Potential,6408
8eiYGLUTPZ5qhtyecRxCCed9cNQPKawrHx0bxhZapks=,Male,21,Young Adults (18-34),33,3,1050400,2,2,1,221,5,Potential,6409
f8BvrByKD8HrJSShy+Ss16p51aqshwWr2t12YM/UvWQ=,Male,40,Adults (35-59),33,1,811900,2,1,1,211,4,At Risk,6410
tlDdIGBivHnr/wr9FZwQGe2BORCSu1f2vFIfsk3NWaI=,Male,24,Young Adults (18-34),33,1,825520,2,1,1,211,4,At Risk,6411
onPHhHxKL0RCKl0LbVh7l9vCTY0m1iR6B68bHw2Cnlk=,Female,22,Young Adults (18-34),33,1,893090,2,1,1,211,4,At Risk,6412
EHJ58459jNBoe3Mad0C4qzVL8vKHfvSdGnTLrsi+A+8=,Male,36,Adults (35-59),33,2,2975490,2,1,3,213,6,Potential,6413
OBRTCTTBQntZX4rsojnX6AL0hl2HRx0EHP8JS7FoG7E=,Female,16,Teenagers (13-17),33,1,974280,2,1,1,211,4,At Risk,6414
FkSqXt4lee8j/aRwAf9yPpOb1atNMuv9UmRoEV9yavs=,Female,36,Adults (35-59),33,2,1604000,2,1,2,212,5,Potential,6415
FkSqXt4lee8j/aRwAf9yPpOb1atNMuv9UmRoEV9yavs=,Female,34,Young Adults (18-34),33,2,1604000,2,1,2,212,5,Potential,6416
ieSsAF0FdWwhap2gB45iLdCeDrnacFxJim/J9SjRF+A=,Male,29,Young Adults (18-34),33,1,2702400,2,1,3,213,6,Potential,6417
oR3i+Is9K7byr/pKOckt5n+79cc97SWkZvL9QOEv4Qg=,Male,12,Children (0-12),32,20,13924800,2,3,4,234,9,Loyal,6418
oR3i+Is9K7byr/pKOckt5n+79cc97SWkZvL9QOEv4Qg=,Female,60,Seniors (60+),32,20,13924800,2,3,4,234,9,Loyal,6419
oR3i+Is9K7byr/pKOckt5n+79cc97SWkZvL9QOEv4Qg=,Female,37,Adults (35-59),32,20,13924800,2,3,4,234,9,Loyal,6420
oR3i+Is9K7byr/pKOckt5n+79cc97SWkZvL9QOEv4Qg=,Female,5,Children (0-12),32,20,13924800,2,3,4,234,9,Loyal,6421
oR3i+Is9K7byr/pKOckt5n+79cc97SWkZvL9QOEv4Qg=,Female,66,Seniors (60+),32,20,13924800,2,3,4,234,9,Loyal,6422
oR3i+Is9K7byr/pKOckt5n+79cc97SWkZvL9QOEv4Qg=,Female,48,Adults (35-59),32,20,13924800,2,3,4,234,9,Loyal,6423
oR3i+Is9K7byr/pKOckt5n+79cc97SWkZvL9QOEv4Qg=,Male,52,Adults (35-59),32,20,13924800,2,3,4,234,9,Loyal,6424
vTU3EZAHQUyQsM5qhf7CjrACwI6zxxUi3vAUiZYBjD4=,Male,38,Adults (35-59),7,2,2897000,1,1,3,113,5,Potential,6425
ABFa0wz2YjR9KS5jgu+FPuvGxyUmGjStE4qIaU0m8P4=,Male,31,Young Adults (18-34),3,19,22592120,1,3,4,134,8,Loyal,6426
LrrgYYCl6jgOY6VqU+YRftvrsz819HMTg+lJNgbRGSs=,Male,23,Young Adults (18-34),33,1,1130040,2,1,2,212,5,Potential,6427
gDUuKyRy4wbIRZFpYz2qC/PBoucmsCvhbZJ0lE1mSI8=,Male,24,Young Adults (18-34),33,1,509600,2,1,1,211,4,At Risk,6428
ooGpYEZvJ0Q5zf7VxTk5HBD8taRBh3Wl9lLHmuVhNy8=,Male,54,Adults (35-59),33,2,1949100,2,1,3,213,6,Potential,6429
OCHffJxWK+j6wDzHqz0/ruoyXgh2AefXAn2njngYHfQ=,Male,26,Young Adults (18-34),31,4,2602530,2,2,3,223,7,Loyal,6430
fc0Z7QTKfblA8kU0WSXH5UuhB+AG+/OEc3yg3XaWJJM=,Male,26,Young Adults (18-34),33,1,1014090,2,1,1,211,4,At Risk,6431
KBeq/UhqEQHGbls2477L+K+SX70gJqYJobRamWomR40=,Female,32,Young Adults (18-34),33,4,3938610,2,2,4,224,8,Loyal,6432
X+eD6w1vp0LnFCNvGyi6s/ZjTvfeEpmvJ2eKEHt+79w=,Male,38,Adults (35-59),6,2,1479230,1,1,2,112,4,At Risk,6433
KBeq/UhqEQHGbls2477L+K+SX70gJqYJobRamWomR40=,Male,26,Young Adults (18-34),33,4,3938610,2,2,4,224,8,Loyal,6434
0sLF8AvkMjGRdIFW06DA+9SmsFNHXj/AdtiyB9ogG3c=,Female,43,Adults (35-59),33,1,1361900,2,1,2,212,5,Potential,6435
KBeq/UhqEQHGbls2477L+K+SX70gJqYJobRamWomR40=,Female,25,Young Adults (18-34),33,4,3938610,2,2,4,224,8,Loyal,6436
5QW55ZIw268INWnmJfnn0S6Q6xUjn9pdpGeop7mVfmY=,Male,19,Young Adults (18-34),33,1,711590,2,1,1,211,4,At Risk,6437
LQrsIBmIpSBntk0uRtQl8qgrni0aUKy3oQc/RNYopm4=,Female,22,Young Adults (18-34),33,2,1542610,2,1,2,212,5,Potential,6438
rCHPPJZuHEe/xqGgLZliRYTQeWlcTr+GNwtrFSdRMFk=,Male,40,Adults (35-59),33,3,2882050,2,2,3,223,7,Loyal,6439
FyJk0vCqmexsapAcMq61Clh0xtv4pStzYB6j17uFmU0=,Male,32,Young Adults (18-34),33,4,3359800,2,2,3,223,7,Loyal,6440
RUpA/OiGC2CP7tcZwrib2N7dvrVW38bHTv/bMMrurSw=,Male,32,Young Adults (18-34),33,10,7813780,2,3,4,234,9,Loyal,6441
RUpA/OiGC2CP7tcZwrib2N7dvrVW38bHTv/bMMrurSw=,Male,3,Children (0-12),33,10,7813780,2,3,4,234,9,Loyal,6442
RUpA/OiGC2CP7tcZwrib2N7dvrVW38bHTv/bMMrurSw=,Female,34,Young Adults (18-34),33,10,7813780,2,3,4,234,9,Loyal,6443
RUpA/OiGC2CP7tcZwrib2N7dvrVW38bHTv/bMMrurSw=,Male,5,Children (0-12),33,10,7813780,2,3,4,234,9,Loyal,6444
RUpA/OiGC2CP7tcZwrib2N7dvrVW38bHTv/bMMrurSw=,Female,53,Adults (35-59),33,10,7813780,2,3,4,234,9,Loyal,6445
f6xTz2ygv8Q0mF330MIYg0UpPD8mZc5aJVTy84rfmzc=,Male,24,Young Adults (18-34),33,1,949200,2,1,1,211,4,At Risk,6446
gfRMZpLZ4S/nhPFAMwBLy2702jaeNO3Q5ER82srGwGs=,Male,30,Young Adults (18-34),33,1,700800,2,1,1,211,4,At Risk,6447
qf8wckNCmaKtlHnzCiyeq4Djoj4mo0wTHr8J35gjjeA=,Female,22,Young Adults (18-34),33,2,1229110,2,1,2,212,5,Potential,6448
dXpsReEfdacW7QkuV6G2pS0OkgCTeuGwQcv3ky/yJls=,Male,6,Children (0-12),26,26,18931000,1,3,4,134,8,Loyal,6449
fzSdKP+B9dqM/l9myGFzoaWiUOJ2e+VJ3uivKiwFFXI=,Male,37,Adults (35-59),33,4,3356060,2,2,3,223,7,Loyal,6450
dXpsReEfdacW7QkuV6G2pS0OkgCTeuGwQcv3ky/yJls=,Female,48,Adults (35-59),26,26,18931000,1,3,4,134,8,Loyal,6451
s54if8nPPK8US8DkqrJdrZYz0mxoS5Yfwvfia7xSiEA=,Female,27,Young Adults (18-34),5,3,1824400,1,2,2,122,5,Potential,6452
dNKukoAsyrilVsVJX8TaovwfOiHSjyx533glZIo5E6s=,Male,19,Young Adults (18-34),27,2,3148190,2,1,3,213,6,Potential,6453
l1HDLr4FNLcsMMQAFyJ96YKxsbUI8+oai1boXn56KnQ=,Male,33,Young Adults (18-34),33,2,2368290,2,1,3,213,6,Potential,6454
FXW90/r40fpn/qIEEfnItwHFt3xixRFN32fSwwanW88=,Male,19,Young Adults (18-34),33,11,15745500,2,3,4,234,9,Loyal,6455
ZWVJ3lK3CI36kG9F7o7i8twHZh+zNRnzrYhoD1DGIfc=,Female,47,Adults (35-59),33,1,1220800,2,1,2,212,5,Potential,6456
3wege5Rhw+kdB7xvjMWeSsjnStN5wWggMxA9W3bp/8k=,Male,23,Young Adults (18-34),33,4,3206200,2,2,3,223,7,Loyal,6457
QygB6BXb8j8opX5HO/wi1NgtI4Sr1gxH7nvoZSFQgVU=,Male,20,Young Adults (18-34),33,1,672000,2,1,1,211,4,At Risk,6458
3wege5Rhw+kdB7xvjMWeSsjnStN5wWggMxA9W3bp/8k=,Female,23,Young Adults (18-34),33,4,3206200,2,2,3,223,7,Loyal,6459
ABFa0wz2YjR9KS5jgu+FPuvGxyUmGjStE4qIaU0m8P4=,Male,40,Adults (35-59),3,19,22592120,1,3,4,134,8,Loyal,6460
ZP+hhMsJFE4+STUzor6SbR2J5jLod4ljmsS9GAzvlaE=,Male,31,Young Adults (18-34),32,19,18432440,2,3,4,234,9,Loyal,6461
w0dV+2ip3G9COpH8AiaUzSiJBmvznXqmwZf0EMuzf8Q=,Female,23,Young Adults (18-34),32,2,1621180,2,1,2,212,5,Potential,6462
vwaSow4YcFCtkr9BTKwb7aZf1qVUUE4ZSHlkgcNcIs4=,Female,21,Young Adults (18-34),17,13,9242850,1,3,4,134,8,Loyal,6463
0SS7+mxJrdwyA9/BNJzFQi2cj2gJBs1TWnTjZEWMukg=,Male,19,Young Adults (18-34),32,1,1594890,2,1,2,212,5,Potential,6464
5QR/i4xdWUpatZHosF7ryddMOsZ4N1D8JE7j4t1UmMg=,Male,22,Young Adults (18-34),32,1,1110890,2,1,2,212,5,Potential,6465
o46kiKH8OmEf07NcAu6tpbDJDhB874fRi5U3a7hBfLk=,Male,30,Young Adults (18-34),32,1,1131600,2,1,2,212,5,Potential,6466
MZ8QCNxRGqtpzelb7BJbqbMiixxlq62V1EW03kWxH9k=,Male,23,Young Adults (18-34),32,1,688500,2,1,1,211,4,At Risk,6467
wVVR51P3228josQECLxUF5G0m9Sewx/TDduz1UEVMTo=,Female,34,Young Adults (18-34),31,15,12665640,2,3,4,234,9,Loyal,6468
bt/GfVoO37teDQbdPTCHUJgMOXEswGWhE2StDxGSOQE=,Female,31,Young Adults (18-34),32,1,649520,2,1,1,211,4,At Risk,6469
wVVR51P3228josQECLxUF5G0m9Sewx/TDduz1UEVMTo=,Male,27,Young Adults (18-34),31,15,12665640,2,3,4,234,9,Loyal,6470
wVVR51P3228josQECLxUF5G0m9Sewx/TDduz1UEVMTo=,Male,21,Young Adults (18-34),31,15,12665640,2,3,4,234,9,Loyal,6471
mV9m0++IzMXB3Z0MhosBtA6xpCxsnR7wZk/GDDZZkS4=,Male,21,Young Adults (18-34),32,6,4709020,2,3,4,234,9,Loyal,6472
mV9m0++IzMXB3Z0MhosBtA6xpCxsnR7wZk/GDDZZkS4=,Female,34,Young Adults (18-34),32,6,4709020,2,3,4,234,9,Loyal,6473
iK7PITyHSiQ0s5leL5edAV1VlX2lZ3pD0PIv/MmzkGo=,Female,22,Young Adults (18-34),32,2,3439800,2,1,3,213,6,Potential,6474
jQumUV5aApEz6gdgDE6RREqe+n/grIJrQnDQT8oOMgA=,Male,31,Young Adults (18-34),32,43,40617800,2,3,4,234,9,Loyal,6475
jQumUV5aApEz6gdgDE6RREqe+n/grIJrQnDQT8oOMgA=,Female,35,Adults (35-59),32,43,40617800,2,3,4,234,9,Loyal,6476
jQumUV5aApEz6gdgDE6RREqe+n/grIJrQnDQT8oOMgA=,Male,30,Young Adults (18-34),32,43,40617800,2,3,4,234,9,Loyal,6477
jQumUV5aApEz6gdgDE6RREqe+n/grIJrQnDQT8oOMgA=,Male,1,Children (0-12),32,43,40617800,2,3,4,234,9,Loyal,6478
jQumUV5aApEz6gdgDE6RREqe+n/grIJrQnDQT8oOMgA=,Female,30,Young Adults (18-34),32,43,40617800,2,3,4,234,9,Loyal,6479
2R6+teWlSqua8ctpoB6FxZqpnZ7JbCDf7huxE0DwSJA=,Male,31,Young Adults (18-34),32,1,949200,2,1,1,211,4,At Risk,6480
jQumUV5aApEz6gdgDE6RREqe+n/grIJrQnDQT8oOMgA=,Male,15,Teenagers (13-17),32,43,40617800,2,3,4,234,9,Loyal,6481
jQumUV5aApEz6gdgDE6RREqe+n/grIJrQnDQT8oOMgA=,Male,33,Young Adults (18-34),32,43,40617800,2,3,4,234,9,Loyal,6482
jQumUV5aApEz6gdgDE6RREqe+n/grIJrQnDQT8oOMgA=,Female,24,Young Adults (18-34),32,43,40617800,2,3,4,234,9,Loyal,6483
arDM+hdsjjYiz5GSOEbJrdKC7INv3ma91yXKRi2+AqU=,Male,30,Young Adults (18-34),32,1,605520,2,1,1,211,4,At Risk,6484
uo7HaaOm/LrZ+y9m1r60ct699rqXLo/O+uVkh+DHHHM=,Male,22,Young Adults (18-34),32,1,788130,2,1,1,211,4,At Risk,6485
mV9m0++IzMXB3Z0MhosBtA6xpCxsnR7wZk/GDDZZkS4=,Male,27,Young Adults (18-34),32,6,4709020,2,3,4,234,9,Loyal,6486
l4bU+QLn1QwDjYi0P7gmq6ZQAQOuCA5NG76wKjVMYgY=,Female,20,Young Adults (18-34),32,1,700700,2,1,1,211,4,At Risk,6487
N7cj3zBnWNcMQd2tN7+wfYXFD3l4CPSV+U4uN2lDP2Y=,Male,23,Young Adults (18-34),32,1,764400,2,1,1,211,4,At Risk,6488
2vEluaCm/GCY1e1QGOLA8RoDxV22A7wEaGr73M/WPxk=,Female,21,Young Adults (18-34),24,9,6711700,1,3,4,134,8,Loyal,6489
Ct/PzbBhsef9pX7+4bW1NkZVJ819Xha1LC2s9v7aIDk=,Female,21,Young Adults (18-34),32,1,1035870,2,1,1,211,4,At Risk,6490
vtAcv4+CL9Yc6JRTjMmej9JST91XctlXGjwulIEjOb8=,Female,34,Young Adults (18-34),32,1,875700,2,1,1,211,4,At Risk,6491
RwESEtMp0zVXYBf+ay+HQBUJkUv4tenixRRSCovDBcI=,Female,19,Young Adults (18-34),32,1,692000,2,1,1,211,4,At Risk,6492
a+ZdF7+FP13Mi8MsijgWmQ96925/bNIBAMSaNnu/Iwc=,Male,38,Adults (35-59),17,13,10214200,1,3,4,134,8,Loyal,6493
Hml9wQ6VH/OVMGbfeljgoDpTQvTH87/4z8OzFOePNdo=,Female,23,Young Adults (18-34),31,3,2105700,2,2,3,223,7,Loyal,6494
qqRliiBybr5SnEGN67G6S/b15whfXgbynGcJl9oMbwc=,Female,44,Adults (35-59),32,7,5365630,2,3,4,234,9,Loyal,6495
TVYMr/IP0BJVau2pleozNoM8dZTlPWPFxoH1wlFxzw8=,Male,33,Young Adults (18-34),32,1,622800,2,1,1,211,4,At Risk,6496
p/d+5R1cWlELU6S3Fx30GKKYWiJRFUcwyG9B44XBF80=,Male,4,Children (0-12),32,2,1994930,2,1,3,213,6,Potential,6497
rGarOy9L+lmIOfZa7Wsj71ECyE5qhmZO1U/utNppGoU=,Female,29,Young Adults (18-34),32,3,3621980,2,2,3,223,7,Loyal,6498
rGarOy9L+lmIOfZa7Wsj71ECyE5qhmZO1U/utNppGoU=,Male,4,Children (0-12),32,3,3621980,2,2,3,223,7,Loyal,6499
PR4PspYjSqY0sLPkfQpUKvg8noJTwBgFAalh1/wrYaw=,Male,20,Young Adults (18-34),32,1,509600,2,1,1,211,4,At Risk,6500
gFFhnKYD51aGxERh++Gq2vUEbMjFog0377Bh+ncDpBw=,Male,34,Young Adults (18-34),32,1,637000,2,1,1,211,4,At Risk,6501
p/d+5R1cWlELU6S3Fx30GKKYWiJRFUcwyG9B44XBF80=,Female,29,Young Adults (18-34),32,2,1994930,2,1,3,213,6,Potential,6502
VVua3Eo7FS6pyePfHFp4a+6Lf6Lxw1PpSGQXROKUk7g=,Female,20,Young Adults (18-34),32,1,573300,2,1,1,211,4,At Risk,6503
9VVtaBbFMKbO/HNfhH9pH6R+s2Lla9uFG3L932AlUTs=,Male,19,Young Adults (18-34),32,1,714000,2,1,1,211,4,At Risk,6504
XWuz/Ok03ieSD7l1MMBT283NpwJvicq7bPnYv08Pp7k=,Male,22,Young Adults (18-34),32,1,1476560,2,1,2,212,5,Potential,6505
7p+LScUydUA/rpqwjZEsjFeGvrdKQysK64Wx95gcjJY=,Female,21,Young Adults (18-34),32,1,1049310,2,1,1,211,4,At Risk,6506
U1tVgYphe+v5/d4VF++ZM6e5OgR2lOUHPtGluRt8pZo=,Male,25,Young Adults (18-34),32,2,2692110,2,1,3,213,6,Potential,6507
5yzSpSE9OJS/jQVEVr0sM2TW+oCofVLF9ch+ffDF1Ac=,Female,40,Adults (35-59),30,5,3667600,2,3,3,233,8,Loyal,6508
5yzSpSE9OJS/jQVEVr0sM2TW+oCofVLF9ch+ffDF1Ac=,Male,14,Teenagers (13-17),30,5,3667600,2,3,3,233,8,Loyal,6509
Rh+Jii2Q3VlAfa/264ZHQJFtKf5+BDiIP2n4TJMxO4Y=,Male,22,Young Adults (18-34),32,2,1229110,2,1,2,212,5,Potential,6510
vLhA+AKIEyGsDzx0rN/BPYvk+6Ec46Dih3aO8zq+dJI=,Male,22,Young Adults (18-34),32,1,711590,2,1,1,211,4,At Risk,6511
3FguK8tUKoxF19LNFOWl1P32f5h4wFs0IO7azm6lp/0=,Female,22,Young Adults (18-34),32,2,2859990,2,1,3,213,6,Potential,6512
3FguK8tUKoxF19LNFOWl1P32f5h4wFs0IO7azm6lp/0=,Female,23,Young Adults (18-34),32,2,2859990,2,1,3,213,6,Potential,6513
MM2yaGGnJfG6tGYpO2fzX0uO4CwUABTQFxh6XWVtOKc=,Male,22,Young Adults (18-34),31,4,2936200,2,2,3,223,7,Loyal,6514
MM2yaGGnJfG6tGYpO2fzX0uO4CwUABTQFxh6XWVtOKc=,Female,49,Adults (35-59),31,4,2936200,2,2,3,223,7,Loyal,6515
u9IdpTJ0CTcE6SinzsbLkEiAC575n+YdqI7oiSewjJo=,Female,29,Young Adults (18-34),26,2,1230420,1,1,2,112,4,At Risk,6516
Tl2a8vlUfAcqc+Kl5AIi4aUogV7lngorfYSfSgPZ6wM=,Female,20,Young Adults (18-34),32,1,700700,2,1,1,211,4,At Risk,6517
SB0DAFPx65qb7iNtCo/FagQNwAP1eIzDPBjpU2juh3Y=,Female,37,Adults (35-59),28,8,7016500,2,3,4,234,9,Loyal,6518
N+vk6zh2ZYKVH4X5FT+TawnBa9LMUu3w3QBA0Ia2TWA=,Male,20,Young Adults (18-34),32,1,551840,2,1,1,211,4,At Risk,6519
psywCNOaYLo0hREFyAAVotH2r3W/UdgbJCWLavFq2Pc=,Female,26,Young Adults (18-34),32,1,776280,2,1,1,211,4,At Risk,6520
SB0DAFPx65qb7iNtCo/FagQNwAP1eIzDPBjpU2juh3Y=,Male,44,Adults (35-59),28,8,7016500,2,3,4,234,9,Loyal,6521
pNofQ5ZcjM3y3MDJc0gR+7dzV6L18C0Q3iVnFYeR8sk=,Male,28,Young Adults (18-34),10,3,3298310,1,2,3,123,6,Potential,6522
pNofQ5ZcjM3y3MDJc0gR+7dzV6L18C0Q3iVnFYeR8sk=,Female,27,Young Adults (18-34),10,3,3298310,1,2,3,123,6,Potential,6523
9AjoIOqc2ubvXRUWAtO5yKYii5wbNuPKJD5m58B/FaA=,Female,70,Seniors (60+),32,1,700700,2,1,1,211,4,At Risk,6524
Z0DkQNvCmh8XdFD8HFojBZlZnS7kYVZHBnZMpD9us98=,Male,19,Young Adults (18-34),32,2,1472800,2,1,2,212,5,Potential,6525
e6tAxwpNbmEtHqzLo37wseJbnqPJ8n4D2q0SWrFEU5g=,Female,20,Young Adults (18-34),26,2,1743760,1,1,2,112,4,At Risk,6526
LeEyhROJucAzl8YP+jwHRuz7X0cg2mhRwebonsw7lIU=,Male,22,Young Adults (18-34),32,1,809100,2,1,1,211,4,At Risk,6527
tyl8AAwzA01NK55hMAFeE9+4Oi6LAfT13daCUX5ngzs=,Female,23,Young Adults (18-34),32,1,637000,2,1,1,211,4,At Risk,6528
+1VME17++Apd0leHqFcMWXgZn0RkZBnaeESZqatJrHo=,Male,31,Young Adults (18-34),25,7,11909980,1,3,4,134,8,Loyal,6529
DCBlF/sqJxoXZgwL4CRS7zpg1iXR50ajD12ChJHj6Iw=,Male,20,Young Adults (18-34),32,1,842280,2,1,1,211,4,At Risk,6530
HHogcm+I8u+PcYhqfHiQPRkViH/5ROdGUWLUd2yOST8=,Male,18,Young Adults (18-34),32,1,1376000,2,1,2,212,5,Potential,6531
